# source	term	english
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDynamit	Causes a powerful explosion that deals a lot of damage. You can also disassemble it to get its recipe.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ComicsSet	A collection of comics
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesComicsSet	A remarkable collection of comics, from pulp superhero stuff to some whacky zines.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketLauncher	Rocket Launcher
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrazenSerpentModel	Brazen Serpent satellite model
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBrazenSerpentModel	This is the small metal thing that causes all our problems. A satellite making us numb, docile, or violent.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MindControlTool	Mind control tool
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMindControlTool	A prototype of a simple mind control tool. Later the method of sending waves from great distances was devised.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scans	Brain scans and X-rays
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyScans	Brain scans and X-rays of dogs that were test subjects. Poor animals.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MushroomSoupCan	Canned Mushroom Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMushroomSoupCan	Canned mushroom soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CucumberSoupCan	Canned Cucumber Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCucumberSoupCan	Canned cucumber soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TomatoSoupCan	Canned Tomato Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTomatoSoupCan	Canned tomato soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeetSoupCan	Canned Beet Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBeetSoupCan	Canned beet soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CarrotSoupCan	Canned Carrot Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCarrotSoupCan	Canned carrot soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/VegetableSoupCan	Canned Vegetable Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyVegetableSoupCan	Canned vegetable soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ControlInstruction	Inspection Protocol
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyControlInstruction	A secret protocol for the house inspection used by the Agency.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutLetterWaterControl	Minuteman's Letter: Water Control Warning
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutLetterWaterControl	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutLetterElectricityControl	Minuteman's Letter: Electricity Control Warning
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutLetterElectricityControl	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutLetterCupboardControl	Minuteman's Letter: Cupboard Control Warning
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutLetterCupboardControl	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutLetterCupboardControl2	Minuteman's Letter: Cupboard Control Warning 2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutLetterCupboardControl2	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlaneWreck	Crashed Plane
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPlaneWreck	Military plane. Crashed. Looks oddly familiar.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AlarmSwitch	Signal Switch
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAlarmSwitch	Activate it on the first floor to give the Sleepless the final signal. There is no turning back after that.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DiscoSwitch	Disco Switch
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescDiscoSwitch	Just for fun. Disco's not dead.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Switch	Switch
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescSwitch	Place it in a room to be able to turn everything inside it on or off. Great for power management.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCalendar	Keep track of days and important events.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ArmyChest	Army Chest
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyArmyChest	It's a basic wooden chest stamped 'ARMY'. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Fabrics	Fabrics
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyFabrics	A good source of textiles.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortBox	Box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyScraps	Scraps. Use them for crafting or sell to Joe.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/VendingMachine	Vending Machine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeBook2	Pump It Up: Useful Room Upgrades
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeBook2	Learn how to make specific room upgrades: a pumphouse and a workshop.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeBook3	Mr. Freeze: More Useful Room Upgrades
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeBook3	Learn how to make specific room upgrades: a powerhouse and a freezer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescRocketLauncher	The final button to push.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hydrogen	Hydrogen
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRocketPartHydrogen	Also known as rocket fuel. Depends who you ask.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAmo	Basic ammo. Good for revolvers and rifles.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Irrigator	Irrigator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyIrrigator	Fill it with water and it will automatically water all the plants in the room.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Refueler	Refueler
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRefueler	Fill it with fuel and it will automatically refuel all the generators in the room.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutPC	Bob's Computer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutPCDes	A top-notch information technology. Too bad nobody had invented a wider network for these things.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutBoard	Bob's Plan
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutBoardDes	Post-it notes always make the interior look professional.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutSupPosters	Posters
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutSupPostersDes	Apart from his books and comics, Bob has a collection of posters. It might be the most colorful place in whole Murricaville.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobHideoutBless	Bless the President
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobSleeplessBasePosters	Posters
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobSleeplessBasePillows	Mattresses
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobSleeplessBaseContainers	Military chests
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobSleeplessBaseChairs	Chairs
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SleeplessMember	Member of The Sleepless
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Jenny	Jenny
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Joe	Joe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Jim	Jim
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Karen	Karen
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Kate	Kate
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Krystal	Crystal
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowSkull	Cow Skull
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescCowSkull	Horrific decorative piece.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DeerSkull	Deer Skull
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescDeerSkull	One of many trophies from Jenny's collection. Looks great on the wall.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EradicatorPoster	Eradicator Poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescEradicatorPoster	Electronic killer from future
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SheMamaPoster	She Mama Poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescSheMamaPoster	A touch of fantasy world in your home
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SleeplessPoster	Sleepless Poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescSleeplessPoster	They say that walls can have ears, but no one ever mentioned the eyes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WallShelf	Wall Shelf
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescWallShelf	Perfect shelf for displaying items
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RussianCarpet	Jenny's Vintage Carpet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescRussianCarpet	Special decorative carpet from Jenny's collection
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Chupakabra	Chupacabra
I2Languages (I2.Loc.LanguageSourceAsset)	Items/JennyPhoto	Jenny's Photo
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Door	Passage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RussianWallCarpet	Jenny's Wall Carpet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescRussianWallCarpet	Who said you can't put them on the wall?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Dog	Dog
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescDog	Domesticated canine, also known as "man's best friend". Surprisingly rare around Murricaville lately.\n
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogDen	Dog's lair
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescDogDen	A place to rest for your dog. The dog will use it no matter where you place it. Magic!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogFeederBowl	Dog bowl
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogFeederBowl	A basic bowl for your dog.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Milk1	Milk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescMilk1	Fresh organic milk. Tasty and nutritious.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenDen	Chicken coop
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescChickenDen	A home for your chickens! Cozy, but gets loud sometimes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatDen	Goats shed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescGoatDen	A home for your goats! They can throw some wicked parties.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowDen	Cow stall
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowDen	A small living quarter for a cow.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowFeeder	Cow feeder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowFeeder	Your cow can feed directly from it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BatDecoration	Bat decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescBatDecoration	Watch out, they can get entangled in your hair!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AlienSkull	Alien skull
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAlienSkull	A depiction of a slightly scary, completely fictional extraterrestrial creature.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PumpkinItem	Pumpkin
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescPumpkinItem	The staple of the harvest/Halloween period. Coziness and metaphysical dread go very well together.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scarecrow	Spooky scarecrow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescScarecrow	Probably works better on you than on the birds.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/JackOLantern	Jack O'Lantern
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescJackOLantern	A navigation aid for tormented souls and a perfect house decoration.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeedPumpkin	Pumpkin seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeedPumpkin	Use them to grow more of the nutritious vegetable.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PumpkinSoup	Pumpkin Soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPumpkinSoup	Tasty, aromatic pumpkin soup.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PumpkinSoupCan	Canned pumpkin soup 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPumpkinSoupCan	Canned pumpkin soup. It should last long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HalloweenFlyer	Halloween flyer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescHalloweenFlyer	Flyer with the info on the upcoming Halloween. Tacky, but somehow thrilling.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CandyBlue	Candy
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCandyBlue	Yay, Halloween sweets! But do you remember where you got them from?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CandyRed	Candy
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCandyRed	Yay, Halloween sweets! But do you remember where you got them from?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatAnimal	Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatAnimal	A basic goat breed. Can give you wool and milk.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBrown	Brown goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBrown	This breed can give you much wool and much milk. Whatever floats your goat!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatWhite	White goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatWhite	A goat breed popular in this region. It can give you much wool, but doesn't produce that much milk.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenAnimal	Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenAnimal	A basic kind of chicken, a farm animal widespread around the world, with a well-known brown plumage. Lays eggs.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenAnimalWhite	White chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenAnimalWhite	A white breed of chicken. Lays eggs like a regular chicken. Its feathers can be gathered and sold.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenAnimalGray	Gray chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenAnimalGray	A chicken breed with white feathers and a black pattern on them. It produces feathers quicker, but eggs slower than the regular breed.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenAnimalBlack	Black chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenAnimalBlack	A black chicken, classy and meaning business. Quickest in laying eggs and reproducing. Can fetch a good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RottenHey	Rotten hay
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenFance	Broken fence
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FenceItem	Animals' Fence
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFenceItem	A fence with a gate, simple but stylish. It allows you to border a space dedicated to animals. They cannot go through. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BarnBackDoor	Barn door
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Will	Will
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WheatToCollect	Wild Wheat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenFeeder	Chickens' feeder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenFeeder	A feeder to provide proper nutrition to your chickens. You can give them grain, corn, sunflower, and other seeds.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatFeeder	Goats' feeder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatFeeder	A feeder for goats. They can be fed with hay or any kind of vegetables.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenChickenHouse	Broken chicken coop
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogeAnimal	Xeno
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogeAnimal	Xeno, a good boy that found his home at Will's farm, but can also get attached to a different caretaker. He is versatile and very intelligent, and can show you a variety of useful skills as you befriend him more and more.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowBrown	Brown cow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowBrown	A brown cow breed. It's not as good in producing milk as other cow species, but it reproduces quicker than other breeds and can be used for high-quality meat. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowSpotted	Spotted cow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowSpotted	A spotted cow. Makes you think of idyllic landscapes and also produces lots of milk.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowWhite	White cow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowWhite	A white cow breed, a basic, all-purpose breed.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hamster	Golden hamster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamster	A small hamster with a standard, golden coloration. Can produce a small amount of electricity in its hamster wheel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hamster2	Golden-white-grey hamster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamster2	A medium-sized hamster with a mixed, golden-white-grey coloration. Can produce a medium amount of electricity in its hamster wheel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hamster3	Grey hamster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamster3	A big, grey hamster. It's strong and can produce a big amount of electricity.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterCage	Basic hamster cage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterCage	A basic, plastic cage with a small house. Good place to live for up to three hamsters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterCageBig	Large hamster cage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterCageBig	A big cage with two separate small houses. Decent living quarters for up to six hamsters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterFeeder	Hamster cage with feeder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterFeeder	A hamster cage with a feeder included. The cute rodents can be fed with grain, vegetables, and seeds.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterGenerator	Hamster wheel generator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterGenerator	A hamster wheel plugged into a small electricity generator. An entertainment for your small pet and a clean source of energy for you. Don't forget to feed the hamsters!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterPipe	Hamster tubes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterPipe	A way to connect all hamster cages.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenBabyBlack	Black chick
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenBabyBlack	A baby form of a black chicken. Will turn adult several days after hatching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenBabyGray	Grey chick
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenBabyGray	A baby form of a grey chicken. Will turn adult several days after hatching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenBabyWhite	White chick
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenBabyWhite	A baby form of a white chicken. Will turn adult several days after hatching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenBaby	Chick
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenBaby	A baby form of a chicken. Will turn adult several days after hatching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowBabyBrown	Brown calf
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowBabyBrown	A baby form of a brown cow. Will turn adult several days after being born.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowBabySpotted	Spotted calf
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowBabySpotted	A baby form of a spotted cow. Will turn adult several days after being born.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowBabyWhite	White calf
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowBabyWhite	A baby form of a white cow. Will turn adult several days after being born.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBaby	Goat kid
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBaby	A baby form of a goat. Will turn adult several days after being born. Watch out! Kids run around more than adult goats.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBabyBrown	Brown goat kid
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBabyBrown	A baby form of a brown goat. Will turn adult several days after being born. Watch out! Kids run around more than adult goats.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBabyWhite	White goat kid
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBabyWhite	A baby form of a white goat. Will turn adult several days after being born. Watch out! Kids run around more than adult goats.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Globe	Globe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGlobe	An accurate model of our planet Earth. Shows you how much there is to see beyond Murricaville and our beloved country (bless the President).
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EarthDayFlatEarth	Square Earth poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEarthDayFlatEarth	Flat-earthers intend to show how the globularist propaganda fabricates data to ridicule the truth about the Flat Earth. This is, of course, a preposterous belief: the Earth is actually a cube. Embrace the truth and don't lose your edge!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EarthDayHearth	Earth Day – heart poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEarthDayHearth	Show your love for the environment with this beautiful design. Printed on sustainable, recycled paper.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EarthDayLeaf	Earth Day – leaf poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEarthDayLeaf	Go green with this minimalistic design celebrating Earth Day. Take a breath and feel thankful to the plants.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EarthDayTurtle	Earth Day – turtle poster
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEarthDayTurtle	For this year's Earth Day, contemplate how our planet is like a giant turtle floating through space, carrying us all on its back... Wait, it's supposed to be a metaphor? Right?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitJacketBlack	Suit Jacket - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitJacketBlack	A timeless classic of men's fashion. Will give you a touch of professionalism and formality.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitJacketBrown	Suit Jacket - Brown
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitJacketBrown	An idealistic literature teacher or a disgruntled detective? Perhaps simply a fashion-conscious prepper.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitJacketYellow	Suit Jacket - Yellow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitJacketYellow	A yellow suit jacket - because elegant doesn't have to mean dull.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitPantsBlack	Suit Pants - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitPantsBlack	Pants to go with a black suit jacket. But the Agency won't arrest you for mixing and matching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitPantsBrown	Suit Pants - Brown
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitPantsBrown	Pants to go with a brown suit jacket. But the Agency won't arrest you for mixing and matching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuitPantsYellow	Suit Pants - Yellow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSuitPantsYellow	Pants to go with a yellow suit jacket. But the Agency won't arrest you for mixing and matching.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ElegantBootsBlack	Dress Shoes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesElegantBootsBlack	Dress shoes for a suit. A surefire style choice.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TShirtSleepless	Sleepless T-shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTShirtSleepless	Your secret organization is too secret for your liking? Deconspire it with style!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TShirtUFO	UFO T-shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTShirtUFO	Wanna be your victim, ready for abduction.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TShirtBobPlant	Bob the Plant T-shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTShirtBobPlant	Celebrating Bob, the coolest plant in Murricaville.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TShirtPreppared	Prepared T-shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTShirtPreppared	Sometimes you just see a piece of clothing that looks like designed specifically to you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TShirtNASARocket	FARSA T-shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTShirtNASARocket	The Federal Aeronautics, Robotics & Space Administration doesn't have great achievements yet, but let's keep dreaming big.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PilotJacketBrown	Pilot Jacket - Brown
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPilotJacketBrown	A stylish pilot jacket. Takes the breath away from your admirers. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PilotJacketBlack	Pilot Jacket - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPilotJacketBlack	A stylish pilot jacket. Takes the breath away from your admirers. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RegularJacketBlack	Regular Jacket - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRegularJacketBlack	Casual yet stylish. A safe fashion choice.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HikingBootsBrown	Hiking Boots - Brown
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHikingBootsBrown	Sturdy boots for all the diverse climates of Murricaville County.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HikingBootsBlack	Hiking Boots - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHikingBootsBlack	Sturdy boots for all the diverse climates of Murricaville County.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SneakersWhite	Sneakers - White
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSneakersWhite	Comfortable and youthful.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SneakersBlack	Sneakers - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSneakersBlack	Comfortable and youthful.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SweatpantsBlack	Sweatpants - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSweatpantsBlack	For when you need comfort, but also don't shy away from the striking, modern look.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SweatpantsBlue	Sweatpants - Blue
