# source\tterm\tenglish\nI2Languages (I2.Loc.LanguageSourceAsset)	UI/Blueprint	Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	UI/immortal	Бессмертен
I2Languages (I2.Loc.LanguageSourceAsset)	UI/mode	Режим на игра
I2Languages (I2.Loc.LanguageSourceAsset)	UI/creative	Креатив
I2Languages (I2.Loc.LanguageSourceAsset)	UI/regular	Обикновен
I2Languages (I2.Loc.LanguageSourceAsset)	UI/special	Специални режими
I2Languages (I2.Loc.LanguageSourceAsset)	UI/regularMode	Нормална игра
I2Languages (I2.Loc.LanguageSourceAsset)	UI/creativeDesc	Имаш неограничен достъп до всички предмети и материали и можеш да се направи неуязвим. Този режим е за хора, които харесват да се съсредоточат върху творческата/строителна част на играта без никакви ограничения. В този режим няма да можеш да отключиш никакви постижения.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/sandbox	Песочница
I2Languages (I2.Loc.LanguageSourceAsset)	UI/sandboxDesc	Всички локации са отворен от самото начало. Това е режим без сюжет – ти можеш да си направиш собствен път.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/moreComing	повече след скоро
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CreativeOp	Опции за креативен режим
I2Languages (I2.Loc.LanguageSourceAsset)	UI/creativeIcon	Опции на режим на творчество [C]
I2Languages (I2.Loc.LanguageSourceAsset)	UI/beta	Бета
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffEasy	Лесно
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffEasyDesc	За тези, които просто искат да се наслаждават на спокоен ежедневен живот на препър.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffNormal	Нормален
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffNormalDesc	Предвидена/балансирана трудност. Препоръчваме да започнеш с нея.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffHard	Трудно
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffHardDesc	За играчи, които искат по-голям предизвикателство.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diff	Сложност
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffHardcoreDesc	<U>Хардкор</U> - ако изпаднеш, твоят сейв се изтрива
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffHardcore	Хардкор
I2Languages (I2.Loc.LanguageSourceAsset)	UI/daysSurvive	Дни оцеляване
I2Languages (I2.Loc.LanguageSourceAsset)	UI/corruptSuc	Твоят файл с запазване е поврежден. Автоматичното възстановяване беше успешно и всичко вече трябва да е добре. Ако срещнеш други проблеми, свържи се с нас чрез Steam или Discord.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/corruptFail	Твоят файл с запазено състояние е поврежден. Автоматическото възстановяване не е успя да помогне. Повреденият файл е преместен в папката Corr в директорията с файловете ти за запазване. Моля, свържи се с нас чрез Steam или Discord и ще се опитаме да помогнем.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/ok	ОК
I2Languages (I2.Loc.LanguageSourceAsset)	UI/halloween	ХАЛОУИН
I2Languages (I2.Loc.LanguageSourceAsset)	UI/halloweenFlyerText	Срещи ме в гората
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextCLOSE	ЗАБРАНИ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextAnimalsBand	Устройство за проследяване
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextMaterial	ЧЕРНА ТЪКАНЩИНА
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextBrokenCamera	Сломен фотоапарат
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextUFO	НЛО
I2Languages (I2.Loc.LanguageSourceAsset)	UI/rocketNeeded0	<B>Отключи</B>: построи ракетен силоз
I2Languages (I2.Loc.LanguageSourceAsset)	UI/rocketNeeded1	<B>Отключи</B>: завърши изграждането на Фаза 2 на Ракета
I2Languages (I2.Loc.LanguageSourceAsset)	UI/rocketNeeded2	<B>Отключи</B>: завърши изграждането на фаза 3 на ракетата.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextSHAVE	Бръсни
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextMILK	Мляко
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextFEED	ПИЩАНЕ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextFILLET	Филет
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextFILLET_ALL	Нарежи всичко
I2Languages (I2.Loc.LanguageSourceAsset)	UI/wall	Зриво
I2Languages (I2.Loc.LanguageSourceAsset)	UI/floor	Етаж
I2Languages (I2.Loc.LanguageSourceAsset)	UI/ceiling	Таван
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customRoomTextureInfo	Можеш да използваш <color=yellow>свои изображения</color>.\nПостави ги в папката „<color=yellow>Custom Room Texture</color>“ в директорията на инсталацията на играта и презареди съхранелия си файл.\nИзображенията трябва да са в формат <color=yellow>JPG или PNG</color>.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/addToWhislist	Добави го към твоя списък с желания!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/skipToUFO	Искаш да чакаш до 3:00?
I2Languages (I2.Loc.LanguageSourceAsset)	UI/unknown	Неизвестно
I2Languages (I2.Loc.LanguageSourceAsset)	UI/prefWeather	Предпочитан метеорологичен режим
I2Languages (I2.Loc.LanguageSourceAsset)	UI/prefTime	Предпочитано време
I2Languages (I2.Loc.LanguageSourceAsset)	UI/prefLocation	Предпочитано място
I2Languages (I2.Loc.LanguageSourceAsset)	UI/anyConditions	Без предпочитания
I2Languages (I2.Loc.LanguageSourceAsset)	UI/bestFishingRod	Най-добра риболовна кърпа
I2Languages (I2.Loc.LanguageSourceAsset)	UI/bestBait	Най-добна примамка
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Rainy	Дъжд
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Sunny	Слънчево
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Foggy	Малко мъгла
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Stormy	Бурено
I2Languages (I2.Loc.LanguageSourceAsset)	UI/LabirinthLake	Лабиринт Езеро
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Night	Нощ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Morning	Сутрин
I2Languages (I2.Loc.LanguageSourceAsset)	UI/FBaitBasic	Основен
I2Languages (I2.Loc.LanguageSourceAsset)	UI/FBaitGood	Добре
I2Languages (I2.Loc.LanguageSourceAsset)	UI/FBaitGreat	Чудесно
I2Languages (I2.Loc.LanguageSourceAsset)	UI/FBaitExcelent	Отлично
I2Languages (I2.Loc.LanguageSourceAsset)	UI/OldRod	Стара риболовна кърпа
I2Languages (I2.Loc.LanguageSourceAsset)	UI/GoodRod	Добър риболовен кърпак
I2Languages (I2.Loc.LanguageSourceAsset)	UI/ExpertRod	Експертна риболовна кърпа
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Pet	Хаметар
I2Languages (I2.Loc.LanguageSourceAsset)	UI/getFishingReward	Събери награда от Will!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextPET	ПЕТ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextCLEANUP	Почисти
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextOpenTrunk	Отвори багажника
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextElevatorStorage	Съхранение
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextPUSH	Пъхни
I2Languages (I2.Loc.LanguageSourceAsset)	UI/autopilot	Автопилот
I2Languages (I2.Loc.LanguageSourceAsset)	UI/autopilotUpgrade1	Автопилот ъпгрейд
I2Languages (I2.Loc.LanguageSourceAsset)	UI/autopilotUpgrade2	Соларни панели
I2Languages (I2.Loc.LanguageSourceAsset)	UI/autopilotDescription1	Твоята кола ще се кара сама, но ще консумира малко повече гориво.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/autopilotDescription2	Твоята кола ще се кара автоматично без допълнителни разходи
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextWEATHER_TODAY	ДАНАС ПРОГНОЗ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextWEATHER_TOMORROW	Прогноза за утре
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextPLAY	Играй
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextSHOOT	Изстрел
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeUndergroundTut1	Xeno ще се чувства нещачен под земята
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeOvergroundTut1	Xeno все още те познава
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeOvergroundTut2	Трябва да го храниш и да играеш с него, за да повишиш нивото на приятелството си.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeOvergroundTut3	Чрез повишаване на нивото на приятелство, Xeno ще научи нови навици и ще те подготви по-добре.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/anyMeat	Всяка месо
I2Languages (I2.Loc.LanguageSourceAsset)	UI/anyVege	Всички храни без месо
I2Languages (I2.Loc.LanguageSourceAsset)	UI/anySeed	Всяко семе
I2Languages (I2.Loc.LanguageSourceAsset)	UI/anyFruit	Всяко плод
I2Languages (I2.Loc.LanguageSourceAsset)	UI/bestFood	Най-добра храна
I2Languages (I2.Loc.LanguageSourceAsset)	UI/goodFood	Добро храна
I2Languages (I2.Loc.LanguageSourceAsset)	UI/okayFood	Добре храна
I2Languages (I2.Loc.LanguageSourceAsset)	UI/animalPet	Хаметар
I2Languages (I2.Loc.LanguageSourceAsset)	UI/barnHole	Отвор в наврата
I2Languages (I2.Loc.LanguageSourceAsset)	UI/brokenFence	Счупена ограда
I2Languages (I2.Loc.LanguageSourceAsset)	UI/mazeLevel	Ниво на лабиринта
I2Languages (I2.Loc.LanguageSourceAsset)	UI/mazeUnlocked	отключен
I2Languages (I2.Loc.LanguageSourceAsset)	UI/mazeLocked	заключен
I2Languages (I2.Loc.LanguageSourceAsset)	UI/mazeProgressInfo	Този панел показва отворения нива на лабиринта и твоето напредване към следващото ниво. \nВсеки път, когато стигнеш до края на лабиринта, напредваш към отключване на следващото ниво. \nПо-високите нива на лабиринта са по-дълги, по-трудни и дават по-добри награди.\nВсеки ден нивото на лабиринта се избира случайно от твоите отворени нива.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextGiveTreat	ДАЙ ПОДАРА
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingCaughtFish	Улови
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingNotCaughtFish	Закрий го, може следващия път!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingMinigameMiss	Пропусна
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingMinigameGoodJob	Добре работеше
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingSignTooltip	Рибите имат предпочитания спрямо времето, часа на деня и други неща.\n\nВремето е променливо, така че ако искаш да планираш риболов, провери прогнозата на радио.\n\nВ случай на часа на деня, рибите харесват тези времена:\nСутрин: До 12:00\nДен: 12:00 - 17:00\nНощ: От 17:00
I2Languages (I2.Loc.LanguageSourceAsset)	UI/menuDLCInfo	Играенето на допълнителното съдържание започва на десетия ден от игровото време, когато получавате писмо с работна поръчка от Агенцията.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/menuDLCEnable	Разширението е активирано.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/menuDiscord	Присъедини се към Discord
I2Languages (I2.Loc.LanguageSourceAsset)	UI/DLCs	DLC
I2Languages (I2.Loc.LanguageSourceAsset)	UI/farmDLC	Зооферма
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dlcSave	<b><size=20>не съвместимо</size></b>\n\nТози файл на играта е запазен с активирани DLC(s). Инсталирай DLC(s) изброени в описанието на файла, за да заредиш играта.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/farmDLCFirstEnableInfo	<b><size=20>Animal Farm</size></b>\n\nDLC Animal Farm е активирано. Може да го играеш със стар сейв файл или да започнеш нов. Препоръчваме да започнеш с чист сейв файл, за да се насладиш на DLC Animal Farm. Ужасявай се!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeUpperFloorTut1	Xeno ще се изнерви, ако го затвориш на горния етаж
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextLAUNCH_ROCKET_SATELITE	Задай цел: Бръсен Змей
I2Languages (I2.Loc.LanguageSourceAsset)	UI/farmDLCAvailable	Налично в Animal Farm DLC
I2Languages (I2.Loc.LanguageSourceAsset)	UI/notEnoughGranades	Трябва ти гранати за това
I2Languages (I2.Loc.LanguageSourceAsset)	UI/TwoButtonsAttack	Атакувай с [Q] наляво. Атакувай с [E1] надясно.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/TwoButtonsAttackPort	Атакувай с <sprite index=27> наляво. Атакувай с <sprite index=28> надясно.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CursorAttack	Атакувай с [E2] в посока на курсора
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CursorAttackPort	Атакувай в посоката, към която цели с <sprite index=28>.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/OldCombatSystem	Кликни върху враг, за да атакуваш
I2Languages (I2.Loc.LanguageSourceAsset)	UI/OldCombatSystemPort	Натисни <sprite index=Button0_UIAtlas> върху враг, за да атакуваш.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CombatTutTittle1	Как да се биеш
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CombatTutDescription1	Има две бутона за атака. \nКликни за едно нападение или задръж, за да продължи да атакуваш.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackLeftTut	Атакувай наляво с [Q]
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackRightTut	Атакувай вдясно с [E]
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CombatTutTittle2	Опции
I2Languages (I2.Loc.LanguageSourceAsset)	UI/CombatTutDescription2	Можеш да персонализираш атаката според своите предпочитания в менюто за настройки на играта.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calMon	Понеделник
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calTue	Вторник
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calWed	Сряда
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calThu	Четвъртък
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calFri	Петък
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calSat	Събота
I2Languages (I2.Loc.LanguageSourceAsset)	UI/calSun	Неделя
I2Languages (I2.Loc.LanguageSourceAsset)	UI/Attack	Атака
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackLeft	Нападение отляво
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackRight	Нападение надясно
I2Languages (I2.Loc.LanguageSourceAsset)	UI/keyBindsConflict	Някои клавишни комбинации се конфликт!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dlcLoadWarning	Зареждаш файл с запазване, който не е запазен с твоите текущи активирани DLC(s). След това няма да можеш да заредиш този файл без твоите текущи активирани DLC(s). Искаш ли да продължиш?
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeFriendshipLevel1	Чувш се по-подготвен. Xeno вече ще започне да реагира на пристигането на пощенския и съседите.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeFriendshipLevel2	Xeno ще ти носи новини и ще се скрие, когато пристигне агентът.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeFriendshipLevel3	Xeno ще крие купата си от Агента и от време на време ще ти носи подаръци
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeFriendshipLevelLabel	Ниво на приятелство с Зено:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogeFriendshipBenefLabel	Преди приятелство
I2Languages (I2.Loc.LanguageSourceAsset)	UI/allCategory	Всички
I2Languages (I2.Loc.LanguageSourceAsset)	UI/dogFriendshipTooltip	Когато взаимодействаш с Ксено - например, го галиш, \nдай му лакомства или реагирай на поведението му - приятелството ви ще се увеличи.\nВъпреки това, ако го оставиш сам вкъщи през нощта или ти \nАко пренебрегнеш нуждите му до такава степен, че избяга, приятелството ти ще намалее.\nТова не са единствените фактори, които влияят на приятелството ви. \nОбърни внимание на Ксено и неговите реакции, за да забележиш \nкакво променя нивото на приятелството ти.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/creditsAnimalFarm	Допълнителна помощ с допълнението "Животинска ферма"
I2Languages (I2.Loc.LanguageSourceAsset)	UI/creditsWill	Уважавай земята или тя ще те хапне
I2Languages (I2.Loc.LanguageSourceAsset)	UI/credits	Автори
I2Languages (I2.Loc.LanguageSourceAsset)	UI/translationInProgress	Превод в процес - скоро
I2Languages (I2.Loc.LanguageSourceAsset)	UI/ultimateFishBoard	Крайна рибна дъска
I2Languages (I2.Loc.LanguageSourceAsset)	UI/advancedCombatMode	Тази книга активира режим на напреднал бой, позволявайки ти да атакуваш и се движиш едновременно. По-късно можеш да го изключиш. Активирай сега?
I2Languages (I2.Loc.LanguageSourceAsset)	UI/advancedCombatModeNo	Все още получаваш други ползи от тази книга: \nпо-бърза и по-силна. 
I2Languages (I2.Loc.LanguageSourceAsset)	UI/advancedCombatModeSetting	Спре при атака
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextKILL	Убий
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingMinigameToEarly	Твърде рано!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/fishingMinigameToLate	Твърде късно!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameEvent	събитие
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameBeat	Достигни резултат:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameToGet	за да вземеш награда от
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameWin	Имаме победител!!!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameWin2	Наградата ще бъде изпратена в твоята поща
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameEventFreedomRoad	Достигни целевия резултат в събитието Freedom Road!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameEventUndeadHell	Достигни целевия резултат в събитието Undead Hell!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameGetScoreUndeadHell1	Нощувки за оцеляване:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameGetScoreFreedomRoad	Достигни ниво:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameFlierTitle	ГРАНИЧЕН ТОРГ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameCongratulation	ПОЗДРАВЛЕНИЯ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameCongratulation2	Г-н Препър!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameReachedTargetScore	Достигнах си целевия резултат в играта:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameYouWon	Победи
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameOutstandingJob	ВЪРШИ! Свидане ти на следващото събитие
I2Languages (I2.Loc.LanguageSourceAsset)	UI/minigameGameingClub	НАЙБЛИЗКИЯ КЛУБ
I2Languages (I2.Loc.LanguageSourceAsset)	UI/computerNotebookContentText	Вторник\n\nСкъпо дневниче... а, по дяволите, не, не мога да го напиша така.\n\nСряда\n\nДобре, отново. Реших да започна да си водя бележки като упражнение. Паметта ми се чувства зле и всички дни изглеждат еднакви. Казват, че воденето на дневник помага да запомниш нещата по-добре. Ще опитам и ще видя как ще се получи.\n\nЧетвъртък\n\nДнес просто се разхождах из района на Мюрикавил. Мисля, че такива дълги разходки ми помагат да се концентрирам. Трябва да опозная по-добре околностите.\n\nПетък\n\nГората изглежда някак позната: растенията, светлината, ароматите. Едно нещо обаче ме изненада, и това беше звукът на вой. От кога имаме вълци наоколо? \n\nСъбота \n\nНеспокоен днес. Направих някои дребни домакински работи и ремонти. Не мога да не си мисля, че градът е твърде тих. Какво липсва? Трафикът, може би? Ежедневният брътвеж на съседите? Лаенето на кучетата?\n\nНеделя\n\nСън за летене. Набиране на скорост. Възбуда. Не знам дали съм в самолет или не. Летя точно над горския пояс, чувствам, че достигам целта си, но не забавям за кацане, просто ускорявам, върховете на дърветата са по-близо. Събуждам се с потрепване на цялото тяло.\n\nВторник\n\nРеших да покарам из Мюрикавил за малко. Няма много случващи се неща. Съседите се поздравяват с "Боже, пази президента!". Пощальонът доставя "Една истина" (какво стана с другите вестници?). Всичко изглежда същото. Нищо не се случва. Всичко е досадно, много досадно.\n\nДа продължа ли да карам и да видя как е на други места?\n\nСряда\n\nСънувах кучета тази нощ. Не помня подробностите, но не беше приятен сън. Лаене, ръмжене. Защо бяха толкова развълнувани? Не знам.\n\nЧетвъртък\n\nНищо не се случи днес. Толкова съм отегчен, че дори не знам какво да напиша тук.\n\nСъбота\n\nДобре, утре заминавам. Имам пълен резервоар. Наистина, наистина трябва да видя други места.\n\n
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackType1	Атакувай с [Q] и [E1]
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackType1Port	Атакувай с <sprite index=27> и <sprite index=28>
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackType2	Атакувай с [E2]
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackType2Port	Атакувай с <sprite index=28>
I2Languages (I2.Loc.LanguageSourceAsset)	UI/AttackType3	Стар боен режим
I2Languages (I2.Loc.LanguageSourceAsset)	UI/loadSaveConfirmationText	Искаш да заредиш този сейв?
I2Languages (I2.Loc.LanguageSourceAsset)	UI/loadSaveMenuLabel	Зареди игра
I2Languages (I2.Loc.LanguageSourceAsset)	UI/sortButtonTooltip	Сортирай
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffCustom	Персонализиран
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffCustomdesc	Настройте играта според вашите предпочитания, като коригирате индивидуални параметри. Изберете своя баланс между предизвикателство и креативност, като персонализирате елементи като трудност на битката, скорост на определени действия, събития и още. Този режим предлага върхова гъвкавост за играчи, които искат да създадат свой уникален геймплей опит.\r
I2Languages (I2.Loc.LanguageSourceAsset)	UI/diffCustomSettings	Настройки за персонализиран режим
I2Languages (I2.Loc.LanguageSourceAsset)	UI/applySettings	Приложи настройките
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsCreative	Режим на творчество
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsSandbox	Режим "Пясъчник"
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsHardcore	Режим "Твърдо ядро"
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsEnemyQuantity	Множител за количество врагове
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlayerDmgTaken	Множител на щетите, които получаваш
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlayerAtkDmg	Множител на щетите при атака на играча
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlayerAtkSpeed	Скорост на атака на играча
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlayerMovSpeed	Скорост на движение на играча
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsCraftingSpeed	Скорост на изработка
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsDisassembleMat	Материали получени от разглобяване множител
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPrepGain	Множител на натрупването на подготвеност
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPrepLoss	Множител за загуба на готовност
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsStaminaGain	Множител за придобиване на издръжливост
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsStaminaLoss	Мултипликатор за загуба на издръжливост
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsHealthGain	Множител на придобиване на здраве
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsHealthLoss	Множител на загуба на здраве
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsConditionDiff	Условия на трудност
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsEvents	Събития
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsEventDuration	Продължителност на събития
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsFoodSpoilSpeed	Скорост на разваляне на храната
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlantsCanWilt	Растенията могат да увехнат
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsPlantsGrowSpeed	Множител на скоростта на растеж на растенията
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsTradePrices	Множител за цените при търговия
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsMachineFuelUse	Машини - множител за разхода на гориво
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsDayDuration	Дневна продължителност множител
I2Languages (I2.Loc.LanguageSourceAsset)	UI/conditionDiffTooltip	Влияе на ефектите от баферите и дебафърите на играча като гладен, уморен и т.н.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/eventsAndEventsDurationTooltip	Прекъсват електричеството, прекъсват водата, изчезвания на пощенски
I2Languages (I2.Loc.LanguageSourceAsset)	UI/eventDurationShort	Кратко
I2Languages (I2.Loc.LanguageSourceAsset)	UI/eventDurationLong	Дълго
I2Languages (I2.Loc.LanguageSourceAsset)	UI/eventDurationNormal	Нормален
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsSurpriseAgentVisits	Изненадващ агент посещава бункера ви!
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customSettingsGunsCanBreak	Оръжията могат да се счупят
I2Languages (I2.Loc.LanguageSourceAsset)	UI/shareCustomPresetButton	Сподели с разработчиците
I2Languages (I2.Loc.LanguageSourceAsset)	UI/todaysLimit	дневният лимит:
I2Languages (I2.Loc.LanguageSourceAsset)	UI/todaysLimitReached	достигнал е дневен лимит
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShare	Споделяне настройки кастомна игра
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShareDesc	Помогни ни да измислим страхотни настройки за кастомния режим за тестване. Може да представим твоите настройки в бъдещи актуализации. Това ще изпрати твоите текущи настройки на кастомния режим към нас. Моля, дай име и описание на твоята идея за кастомна настройка.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShareNamePlaceholder	Името на твоята настройка...
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShareDescPlaceholder	Опиши твоите настройки...
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShareSend	Изпрати
I2Languages (I2.Loc.LanguageSourceAsset)	UI/customModeSettingsShareWarning	Име и описание са задължителни
I2Languages (I2.Loc.LanguageSourceAsset)	UI/radiatedItemsTutorialMessage	Внимание! Имането на излъчващи предмети в инвентара ти \nувеличава нивото на радиация на препъра.
I2Languages (I2.Loc.LanguageSourceAsset)	UI/uraniumGlowingGlassJoeAsk	Светящо стъкло
I2Languages (I2.Loc.LanguageSourceAsset)	UI/uraniumMineBobAsk	Руда от уранов рудник
I2Languages (I2.Loc.LanguageSourceAsset)	UI/radiatedMushroomsAsk	Странни гъби
I2Languages (I2.Loc.LanguageSourceAsset)	UI/nucklearEngineeringBookAsk	Ядрена самоделка
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextCentrifuge	Активирай
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextBUY	Купи
I2Languages (I2.Loc.LanguageSourceAsset)	UI/contextExtract	Извлечи
