+ 100 $	+ 100 $
Sell	Sell
1	1
Disassemble	Disassemble
Craft	Craft
Buy	Buy
3 in stock	3 in stock
GAME COMPETITION	GAME COMPETITION
NIGHTS TO SURVIVE: <COLOR=#C13F3FFF>9999999</COLOR>	NIGHTS TO SURVIVE: <COLOR=#C13F3FFF>9999999</COLOR>
HALLOWEEN	HALLOWEEN
10/100	10/100
MEET ME IN THE FOREST	MEET ME IN THE FOREST
done	done
total	total
TRADE\n	TRADE\n
\tBLUEPRINT BLUEPRINT BLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINT	\tBLUEPRINT BLUEPRINT BLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINTBLUEPRINT BLUEPRINT
Open the door, the Agent has arrived!	Open the door, the Agent has arrived!
Text	Text
habitat	habitat
Tittle	Tittle
New Text New TextNew TextNew TextNew TextNew TextNew TextNew 	New Text New TextNew TextNew TextNew TextNew TextNew TextNew 
<i><b><pos=20%><size=140%>HUNTER'S CLUB\n<line-height=20%>\n<line-height=100%><pos=10%><size=100%>Everything what the wilderness around Murricaville has to offer! Fresh game from different animals, free-range and ethically shot to death! And if you want to do the hunting yourself – I offer a wide choice of traps & baits.\n<line-height=70%><pos=40%><size=80%>-- Lavinia, your local huntress	<i><b><pos=20%><size=140%>HUNTER'S CLUB\n<line-height=20%>\n<line-height=100%><pos=10%><size=100%>Everything what the wilderness around Murricaville has to offer! Fresh game from different animals, free-range and ethically shot to death! And if you want to do the hunting yourself – I offer a wide choice of traps & baits.\n<line-height=70%><pos=40%><size=80%>-- Lavinia, your local huntress
30	30
3	3
Cast	Cast
You need grenades to play this	You need grenades to play this
-2147483645	-2147483645
I need more ammunition.	I need more ammunition.
Quit	Quit
0	0
ТИ СТИГНА ДО ЦЕЛЕВАТА ТОЧКА В ИГРАТА: <color=#C13F3FFF>АД НА НЕЖИВИТЕ</color> събитие	ТИ СТИГНА ДО ЦЕЛЕВАТА ТОЧКА В ИГРАТА: <color=#C13F3FFF>АД НА НЕЖИВИТЕ</color> събитие
to get a prize of	to get a prize of
CONGRATULATIONS	CONGRATULATIONS
MR. PREPPER!	MR. PREPPER!
YOU WON	YOU WON
UNDEAD HELL	UNDEAD HELL
NEIGHBORHOOD GAMING CLUB	NEIGHBORHOOD GAMING CLUB
OUTSTANDING JOB! SEE YOU IN THE NEXT EVENT	OUTSTANDING JOB! SEE YOU IN THE NEXT EVENT
Cancel	Cancel
<color=#F0F0F0>The Herbalist</color>\n<pos=5%><size=10><color=#D4D2D3>Go to the forest in the daytime and meet the herbalist.</color> </size>	<color=#F0F0F0>The Herbalist</color>\n<pos=5%><size=10><color=#D4D2D3>Go to the forest in the daytime and meet the herbalist.</color> </size>
<color=#F0F0F0>Self-Reliant</color>\n<pos=5%><size=10><color=#D4D2D3>Collect 5 bags of seeds.</color> </size>	<color=#F0F0F0>Self-Reliant</color>\n<pos=5%><size=10><color=#D4D2D3>Collect 5 bags of seeds.</color> </size>
<color=#F0F0F0>Self-Reliant</color>\n<pos=5%><size=10><color=#D4D2D3>Place 5 patches of soil in your bunker.</color> </size>	<color=#F0F0F0>Self-Reliant</color>\n<pos=5%><size=10><color=#D4D2D3>Place 5 patches of soil in your bunker.</color> </size>
6	6
4	4
7	7
Безопасно количество: <color=#FF5656>0</color>	Безопасно количество: <color=#FF5656>0</color>
Escape Plan	Escape Plan
Turn	Turn
GRAB	GRAB
INSPECT	INSPECT
READ	READ
8	8
9	9
Exit to menu	Exit to menu
Exit to windows	Exit to windows
Settings	Settings
Resume	Resume
Назад	Назад
Бързо грабни	Бързо грабни
Смени оръжието	Смени оръжието
Персонализирано свързване	Персонализирано свързване
Ускорение за шофиране	Ускорение за шофиране
Алтернативна мрежа за поставяне на предмети	Алтернативна мрежа за поставяне на предмети
Блок	Блок
Строителство на бункер	Строителство на бункер
Оборудване / Дневник	Оборудване / Дневник
Инвентар	Инвентар
Центрирай камерата / Шофирай около препятствията	Центрирай камерата / Шофирай около препятствията
Подредба на клавиатурата	Подредба на клавиатурата
Премести се/Бързо действие	Премести се/Бързо действие
Чертежи	Чертежи
Взаимодействай	Взаимодействай
Бързо напред	Бързо напред
Премести камерата	Премести камерата
Контрол на времето	Контрол на времето
Are you sure you want to exit? Your progress is being saved only when you sleep or nap.	Are you sure you want to exit? Your progress is being saved only when you sleep or nap.
YES!	YES!
No	No
5	5
Keyboard Camera Speed	Keyboard Camera Speed
Options	Options
Continue	Continue
Exit	Exit
Бележки към актуализацията 1.43f (13.08.2026)	Бележки към актуализацията 1.43f (13.08.2026)
Credits	Credits
New Game	New Game
- Added 22 new items: Apple Smoothie, Orange Smoothie, Cactus Smoothie, Guarana Smoothie, Coffee Smoothie, Corn Salad, Sunflower Seed Salad, Beet Salad, Lemon Jam, Apple Jam, Orange Energy Bar, Lemon Energy Bar, Apple Energy Bar, Berries Energy Bar, Instant Ramen - Tomato Taste, Instant Ramen - Meat Taste, Dried Lemon, Roasted Corn, Roasted Chicken Leg, Empty Can, Empty Jar and PrepperMix\n- New mechanic - Temporary Attribute Buffs: Several old and new food items now provide a 24-hour increase to max Health, Stamina or Preparedness.\n- New mechanic - Permanent Attribute Buffs: Several old and new food items now provide a small permanent increase to max Health, Stamina or Preparedness after being eaten enough times.\n- PrepperMix: A new Stove replacement that can be crafted. It allows you to queue recipes and cook them automatically.\n- Food Info: Food item info cards now display detailed information about their effects, including Health, Stamina, Preparedness and more.\n- Empty Cans and Empty Jars: Some food items now return empty cans or empty jars that can be recycled.\n- Added an All category to the cooking panel.\n- Added an option to the crafting and cooking panels to display only recipes/blueprints for which you currently have the required ingredients/materials.\n- Some minor bug fixes. 	- Added 22 new items: Apple Smoothie, Orange Smoothie, Cactus Smoothie, Guarana Smoothie, Coffee Smoothie, Corn Salad, Sunflower Seed Salad, Beet Salad, Lemon Jam, Apple Jam, Orange Energy Bar, Lemon Energy Bar, Apple Energy Bar, Berries Energy Bar, Instant Ramen - Tomato Taste, Instant Ramen - Meat Taste, Dried Lemon, Roasted Corn, Roasted Chicken Leg, Empty Can, Empty Jar and PrepperMix\n- New mechanic - Temporary Attribute Buffs: Several old and new food items now provide a 24-hour increase to max Health, Stamina or Preparedness.\n- New mechanic - Permanent Attribute Buffs: Several old and new food items now provide a small permanent increase to max Health, Stamina or Preparedness after being eaten enough times.\n- PrepperMix: A new Stove replacement that can be crafted. It allows you to queue recipes and cook them automatically.\n- Food Info: Food item info cards now display detailed information about their effects, including Health, Stamina, Preparedness and more.\n- Empty Cans and Empty Jars: Some food items now return empty cans or empty jars that can be recycled.\n- Added an All category to the cooking panel.\n- Added an option to the crafting and cooking panels to display only recipes/blueprints for which you currently have the required ingredients/materials.\n- Some minor bug fixes. 
DLC is enabled.	DLC is enabled.
Join Discord	Join Discord
Follow	Follow
Add it to your Wishlist!	Add it to your Wishlist!
Разширението е активирано.	Разширението е активирано.
v1.43g	v1.43g
Играенето на допълнителното съдържание започва на десетия ден от игровото време, когато получавате писмо с работна поръчка от Агенцията.	Играенето на допълнителното съдържание започва на десетия ден от игровото време, когато получавате писмо с работна поръчка от Агенцията.
За да започнеш страничната история от допълнителното съдържание (DLC), трябва да оцелееш до ден 12 и да изпълниш няколко задачи от основната история. Когато тези условия са изпълнени, скаут момичето ще се появи сутринта с информация, която стартира DLC-то.	За да започнеш страничната история от допълнителното съдържание (DLC), трябва да оцелееш до ден 12 и да изпълниш няколко задачи от основната история. Когато тези условия са изпълнени, скаут момичето ще се появи сутринта с информация, която стартира DLC-то.
